,statement,target,image-path
1555,¡°75% of Republicans have been vaccinated¡± against COVID-19 in Illinois.,0,Pg 44__29_6203735e18abcceaa82fed9a768dbf5a.jpeg
1556,It¡¯s not currently ¡°legal for a New York state student to have a glass of fresh whole milk.¡±,1,Pg 3__13_3b00e8dabe89846558a22d98f88efccb.jpeg
1557,¡°Trump has won the election with 294 electoral votes.¡±,0,Pg 69__28_e5680d6dda0768da4f9f678ddb715797.jpeg
1558,"¡°If Biden wins the election, there are people out there planning on mass murdering poc and lbgtq+ people. Please stay inside during the election and a few days after.¡±",0,Pg 70__1_d378b7c2932345d7915013bb513bf069.jpg
1559,Witnesses have been part of "every other impeachment trial the Senate has ever had.",1,Pg 7__30_b16aa3c4b732d192946fda1b31515f13.jpg
1560,"""The black unemployment rate (has) increased since the recovery has begun.""",1,Pg 62__6_dcc540ddeb618eb315a94406619585b6.jpg
1561,Cargo ships ¡°can¡¯t get into port¡± because of Donald Trump¡¯s executive order 13959.,0,Pg 43__22_0acc9d3c3d15ece7bb1c49e995d70c5f.jpg
1562,¡°We have a record 9.3 million job openings in the U.S.¡±,1,Pg 3__11_4ad8fbdba59ccdc98e0d79ac275e0249.jpg
1563,¡°The CDC may have to stop calling COVID-19 an ¡®epidemic¡¯ due to a remarkably low death rate.¡±,0,Pg 82__30_b0a3246d4e4e8633cca543679b7240ff.jpg
1564,¡°(Pfizer) says do not breastfeed. Baby formula shortages everywhere. Gates promotes brand new artificial breast milk technology. All within less than a 2 week period. ¡­Nothing to see here.",0,Pg 24__18_2d0703ecc79cf772364fbdc4f18e1b19.jpeg
1565,Says that shutdowns are ¡°ineffective¡± and that we now know that COVID-19 is not commonly spread ¡°by someone going to work.¡±,0,Pg 67__13_8665c192afb22d91de5558c8dfa51daa.jpg
1566,Says Mitt Romney is using "a million of his presidential campaign dollars to finance his Utah Senate race.",1,Pg 13__30_39b2beb84f0a29bba4960e2d8d252eb9.jpg
1567,¡°Got the old killdozer loaded up heading for Ottawa.¡±,0,Pg 34__11_d22fcf69d4ce813987e019d81ab20dc3.jpeg
1568,"An image shows that ¡°following his resignation, Boris Johnson has escaped to the sea.¡±",0,Pg 20__29_2d8434386f923b31a253a411db6e8071.jpg
1569,Says 74% of people in Texas are "crammed into 4% of the land.",1,Pg 10__12_87864c2ebdbd8f50db1222cb73a6f072.jpg
1570,Says it shows a ¡°DNC Group¡± teaching ¡°ILLEGAL VOTING in Arizona.¡±,0,Pg 96__21_776babff91d07561da7dc43bebf47814.jpg
1571,"After the shootings of Dallas policemen, ""nearly 500 people applied in just 12 days.""",1,Pg 21__29_8097dd6dfad6b162c5485a965977bcd0.jpg
1572,Illinois ¡°received $5.1 billion at an elementary school there that used it for equity and diversity.¡±,0,Pg 3__25_e5d7a867d8b1d0160fe9126a7230a016.jpg
1573,"¡°You are 17 times more likely to go to the hospital if you¡¯re not vaccinated, 20 times more likely to die.¡±",1,Pg 2__21_0b8d9a42b189c08a7bdc10ab51d7e0ef.jpeg
1574,Executive Order 14067 will allow the federal government to ¡°turn on and turn off your money.¡±,0,Pg 15__22_ac9d1bdc8a1a9265f8257681917e664a.jpg
1575,"$2,000 stimulus checks were due on Jan. 19.",0,Pg 35__2_5bac640ff2c27aef25359219ae2db610.jpeg
1576,Video shows Seattle police in uniform ¡°vandalizing¡± a building ¡°to frame protesters.¡±,0,Pg 86__17_ae5ee96c7d8f02b8c93b8770f5644469.jpg
1577,A wind turbine ¡°could never generate as much energy as was invested in building it.¡±,0,Pg 44__15_1e49477e156fb6d196e09ebd7e93aef4.jpg
1578,"""Sunday was never used before as a voting day in Georgia.¡±",0,Pg 58__26_0c193355ff6114c01cdbc24be42543b7.jpg
1579,"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",0,Pg 59__24_de264b5b3c6c12ec51d7ba8586fa7fe4.jpg
1580,The Centers for Disease Control and Prevention has amassed the ¡°largest collection of human data in history¡± through COVID-19 PCR tests.,0,Pg 33__8_ee395d43562ef5255ee070357d636f6f.jpg
1581,¡°Michigan just refused to certify the election results!¡±,0,Pg 67__26_ddcf65e076964f2c1433b51bf92ab080.jpg
1582,Congress "is bewildered at the scope and reach of our spying apparatus" but in 2008 and 2012 "explicitly rejected an amendment calling for more disclosure.",1,Pg 40__2_6b69b7ededc98f3b6aa85c2c084a0de9.jpg
1583,"""The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.""",1,Pg 39__10_20d20b1848bc9a6f277170d4fcfc87af.JPG
1584,Nancy Pelosi ¡°almost burst out into laughter¡± at the Tsitsernakaberd Armenian Genocide Memorial Complex in Yerevan.,0,Pg 14__20_089e42ec247020536f3b6741ddb111ff.jpeg
1585,"""Pot today is not the weed baby boomers were smoking.""",1,Pg 4__1_4efaf399a072ced7a4a7a75f4065e0d0.JPG
1586,Instagram¡¯s "precise location" feature can be used by criminals to target victims.,0,Pg 16__9_461be84bed1a2c1db429c6557d4aa06a.jpg
1587,Says Wisconsin¡¯s in-person election has caused a ¡°surge¡± in new coronavirus cases,0,Pg 90__6_6541a1e4f81bcb849e6bec99b4270396.jpg
1588,The Civics Secures Democracy Act ¡°would allow the Biden administration to buy off states with $6 billion¡± if they adopt critical race theory.,0,Pg 20__27_abdac3b3d985449288c6da2c1ed697aa.jpg
1589,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,1,Pg 32__25_14b435e4e461be7f190424d3d8ca78b3.jpg
1590,"""Ron Johnson has voted against funding for law enforcement and recently opposed a plan to recruit and train new officers """,0,Pg 13__23_7d8723c144b0c6014dfafd764ef773c7.jpg
1591,The United Nations¡¯ ¡°new world order¡± agenda will create one world government with one world military and the end of national sovereignty.,0,Pg 82__3_db97455334b1e2572eff2fec1531a422.jpg
1592,"""If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.""",1,Pg 31__5_2d4223b6a57d6abdc24b523a2cd7291d.jpg
1593,Says Alexandria Ocasio-Cortez ¡°says that all young people want to be socialists.¡±,0,Pg 37__14_6142d4661b1774b35b6f5af12fb902f4.jpeg
1594,Says Republican U.S. Sen. Ron Johnson ¡°called climate change ¡®bull----¡¯ during a record heatwave¡± and ¡°raked in over $700k in fossil fuel cash.¡±,1,Pg 1__22_cb00174e168543a716d97e837a97ec93.jpg
1595,"""More than half of women under 30 who give birth do so outside of marriage...""",1,Pg 28__24_d6bb146a4db39e238d2b24bae156be5c.jpg
1596,¡°Joe Biden confirmed his plan to abolish the entire U.S. oil industry.¡±,0,Pg 71__9_04b82b0522032d17583d0892e9445c65.jpg
1597,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,0,Pg 71__21_83f769937077d4746e769358a64c7cf5.jpeg
1598,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",0,Pg 31__22_7dde088580908b1e5cb4bf79e60e4da2.jpeg
1599,Val Demings "called abolishing the police 'thoughtful.'",0,Pg 19__7_e69bd6cd6a54ea2746b1c0e481bd6b47.jpg
1600,¡°The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more ¡®energy efficient¡¯ over a ten year period.¡±,0,Pg 70__19_25127730be127a6e0b0093515f7d42a3.jpg
1601,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing ¡°nearly half your paycheck.¡±",0,Pg 78__22_7ecb47fde912b5810905d3084e82c0f0.jpg
1602,"""Report finds increased risk of spontaneous abortion following COVID-19 vaccination during pregnancy¡± after correcting ¡°major error¡± in CDC study.",0,Pg 41__24_c13c262b54cded244e82babb12522156.jpeg
1603,¡°Government imposed lockdowns do NOT reduce [COVID-19] cases or stop spikes.¡±,0,Pg 66__10_8a1637db9f19e4d837a7cd287cd5f306.jpg
1604,"Says Joe Biden received a sudden influx of 138,339 votes in Michigan while Donald Trump received none.",0,Pg 69__23_cc5827acf4755929920b0cdad32b75ac.jpg
1605,Says the U.S. Senate is ¡°dominated by millionaires¡± and that he is ¡°not one of them.¡±,1,Pg 5__28_a7b6a0828e13f4a10ab0eb1e1f0d0cd5.jpg
1606,"""Vietnamese is the third most commonly spoken language in Texas.""",1,Pg 23__8_1801ecfa3294501dae63532ab101f627.jpg
1607,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",1,Pg 8__9_dcb76ce460b4f4a6d8aa5fa8460acaf4.jpg
1608,"""We are spending more on affordable housing than we're spending on Dix Park right now.""",1,Pg 15__15_f216e733f97d0c71d1fc6a61cb677d9a.JPG
1609,Dr. Birx "changes tune on" COVID-19 vaccines and "admits vaccines don't work.",0,Pg 19__1_f72adfe390e80fac763b7bed8c8c270f.jpeg
1610,"""More people now die in Wisconsin from drug overdoses than car crashes.""",1,Pg 22__17_2f8dd103b311d79a9d198fb4108c59f7.JPG
1611,¡°Republican state senators¡± who started an audit of 2020 election results in Maricopa County are ¡°exposing this fraud.¡±,0,Pg 53__16_920beb02b5e4160eb44a24e5f263fe8d.jpg
1612,The coronavirus can¡¯t be so dangerous because there are no biohazard bins for COVID-19 masks and gloves.,0,Pg 49__27_7c294a5c253148d71ffbdc931c41a294.jpg
1613,"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""",1,Pg 17__24_1ef75c8503847f2121b76126e6da7eaf.jpg
1614,"""More than three women per day lose their lives at the hands of their partners.""",1,Pg 33__28_78cc563fd5180089ec5872901d912d5d.jpg
1615,"""(M)ore Georgians have jobs than at any other time since October 2008.""",1,Pg 38__17_b5d4c3db4f9310ee5129e4834078b0e4.jpg
1616,"""2,809 Dead Babies in VAERS Following COVID Shots as New Documents Prove Pfizer, the FDA, and the CDC Knew the Shots Were Not Safe for Pregnant Women""",0,Pg 39__7_c13c262b54cded244e82babb12522156.jpeg
1617,"""More women are graduating from college now than men.""",1,Pg 35__1_d32c02d2a54bc3419dba824a41ad9a09.jpg
1618,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,0,Pg 66__23_8b103dedab936f3cbb064a28cb0b86fd.jpg
1619,"""Our trade deficit in goods reached nearly ¡­ $800 billion last year alone.""",1,Pg 22__6_d28e079aeaee4e6b04c140e5e7e344a5.JPG
1620,Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is "not constitutional.",0,Pg 73__9_9f427629c52d8eda41090fd2d5984601.jpg
1621,"""I think I received more votes in the Democratic primary than any governor in history.""",1,Pg 12__23_6f270947ab209c3286c5cc518b4a6ead.jpg
1622,"""Sometimes I was the only 'no' vote on the entire board.""",1,Pg 63__16_2604d45e176cc9c1cdae48721d3dd0df.JPG
1623,"""British data show the COVID shots are an abysmal failure, as COVID infection rates in the U.K. are higher among the ¡®fully vaccinated¡¯ in all adult cohorts.¡±",0,Pg 35__13_642f513087d9e1a1ff27a49eb4ad1808.jpeg
1624,"""The number of terrorists out there"" has doubled.",1,Pg 35__9_3e6bbe6d37c29719c5be150d47a3bb84.jpg
1625,"""Over 240,000 'unverified' ballots have already been sent out in Pennsylvania, a total mess. The Democrats are playing games again.¡±",0,Pg 10__9_2f490fb0d4769e4378d05ebe74c1d2ab.jpg
1626,"""President Biden confirm(ed) everyone will receive their $1k gas checks this week!!""",0,Pg 22__9_c583fbb01338991a1f7307d7c5332935.jpeg
1627,"""AirPods are essentially microwaving your brain.¡±",0,Pg 18__14_c3f498cacad349e512f7ed1281f13210.jpg
1628,"Backyard chicken flocks have stopped laying eggs, and the feed is responsible.",0,Pg 3__20_cb846d8e4f845b3385231f191b2cba0a.jpg
1629,A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,0,Pg 39__4_baad35ad42f09f7527a16667acab80bf.jpg
1630,"""South Florida ranks No. 1 in the gap between wages and housing.""",1,Pg 17__20_99207c9ab9131986e1c43a688b3eb46f.jpg
1631,¡°One man was actually killed¡± during 2020 protests of police brutality in Raleigh,0,Pg 2__17_2de0ee87c4eeb250ab5c1b101c3a128d.jpg
1632,Says U.S. Rep. Sean Casten ¡°demanded the impeachment of the Republican President before the Mueller report was even released.¡±,0,Pg 96__24_eb679b8e9faa6e5efb226a6df822e201.jpg
1633,Georgia¡¯s CRCT "set some of the lowest expectations for student proficiency in the nation.",1,Pg 27__11_b1278ec567b4cfe1ad7b60f9f596c2d6.JPG
1634,Says House candidate Jon Hoadley voted to defund the police,0,Pg 75__1_8cc54d07024457364bfa58b34e9223e8.jpg
1635,"Nancy Pelosi ordered a 220-seat Boeing 757 to fly to her home state, costing taxpayers nearly $5.8 million annually.",0,Pg 85__16_a7ea6afc9fa03aa06085dc31993314ea.jpg
1636,Says Donald Trump has "changed his mind" on abortion.,1,Pg 27__26_5cd781b15faa9ec2c9e3ffd946397654.JPG
1637,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his ""costly campaign.""",1,Pg 23__29_73aa5960b6febae332541778a18bf93b.jpg
1638,The coronavirus has seen a ¡°big surge in New Zealand. It's terrible. We don't want that.",0,Pg 79__15_7416b9bf3e7aa91335179b84102a1f2f.jpg
1639,"""Wisconsin (has) the highest infant mortality rate for black babies nationwide.""",1,Pg 10__25_17088b81da6b166ec8c6456eee3b42e9.JPG
1640,"Rep. Devin Nunes, R-Calif., said ¡°defending Trump is more important than the United States.¡±",0,Pg 95__16_af4ac06137a22e07b1c221c3e5ec003d.jpg
1641,Says a 2010 Rockefeller Foundation report shows the COVID-19 pandemic and the international response were ¡°meticulously planned at least 10 years ago.¡±,0,Pg 53__6_4c87d50be701ebc7269e89c973a7efe2.jpg
1642,"""Trump proposed enacting the largest tax increase in American history.""",1,Pg 27__14_4a36a385dbb3a3f49c3739f498496548.jpg
1643,A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,0,Pg 64__24_b63dda96eedd412029ab27dad2188640.jpg
1644,¡°You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.¡±,0,Pg 76__21_39599427dce2d8b3642f9aed78e425e0.jpg
1645,"Says Chris Rock apologized after 94th Academy Awards, saying, ¡°Last night I crossed a line that I shouldn¡¯t have and paid the enormous price of my reputation as a renown comedian.¡±",0,Pg 29__23_0bbe1fcc163a13dfacf632ff7306a580.jpg
1646,"Photo shows a ¡°massive¡± crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",0,Pg 18__6_94c046fa206249d53ce8956ab96fdf62.jpg
1647,¡°Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.¡±,0,Pg 82__10_c6e7f38929c5f579800b2fa791796637.jpg
1648,Black Lives Matter protest at Iowa Capitol was an ¡°insurrection¡± like that on Jan. 6 at the U.S. Capitol.,0,Pg 58__22_6ad58567fbf57ab072b6953031497929.jpg
1649,¡°McDonald¡¯s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.¡±,0,Pg 81__26_31b5c103ac430df65224c46bc64e3661.jpg
1650,"A patch on law enforcement officers in Portland is for ¡°ZTI solutions, a PRIVATE contractor.¡±",0,Pg 81__11_89a11a6cf4135096920f76915fe2db95.jpg
1651,"Unvaccinated people ¡°are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.¡±",0,Pg 48__11_0322090ad0e0c74fb8620cb9180a9a8e.jpg
1652,"""Fox News uses photo of a married couple promoting ¡®traditional marriage¡¯ and the photo is actually of a same-sex couple.""",1,Pg 32__21_5597b1ef38ddb00bf37607c092be10ec.jpg
1653,"¡°It¡¯s not that there is no evidence the election was stolen, but that no court had the guts to HEAR the evidence. They dismissed the cases, NOT the evidence.¡±",0,Pg 11__2_0baa9d36840c5260eaf9c309f1523778.jpg
1654,The price of gas is ¡°down from over $5 when I took office.¡±,0,Pg 11__1_a5dd1d2858cfddae6c4faf2957bd9579.jpeg
1655,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",1,Pg 26__29_1b2eba8c4353e7654b1327689708b20b.jpg
1656,"""Migrant mother and ¡®crying girl¡¯ on Time cover never separated.""",1,Pg 13__17_6cf426aab3ee693a08ea485dea57109d.jpg
1657,"¡°You couldn¡¯t buy a cannon when, in fact, the Second Amendment passed.""",0,Pg 28__16_08933d27d954f6f096a9e8c8e9e8aac8.jpg
1658,"""We've had Muslims in America since George Washington.""",1,Pg 19__30_bb6f4f5fcfce1490b56e94abb96091d4.jpg
1659,Says President Franklin Delano Roosevelt "felt there wasn¡¯t a need in the public sector to have collective bargaining because the government is the people.",1,Pg 41__18_85f5408584842f7c11b4c97e3704330a.jpg
